GameID,Turn,Player,Action,Target,Success,Challenged,Blocked
3364,1,1,Foreign Aid,-,No,No,2
3364,2,2,Foreign Aid,-,No,No,0
3364,3,0,Tax,-,No,Yes,No
3364,4,1,Exchange,-,No,Yes,No
3364,5,2,Tax,-,Yes,No,No
3364,7,1,Exchange,-,Yes,No,No
3364,8,2,Income,-,Yes,No,No
3364,10,1,Exchange,-,Yes,No,No
3364,11,2,Steal,1,Yes,No,No
3364,13,1,Tax,-,Yes,No,No
3364,14,2,Income,-,Yes,No,No
3364,16,1,Exchange,-,No,Yes,No
3364,17,2,Coup,1,Yes,No,No
3365,0,0,Income,-,Yes,No,No
3365,1,1,Steal,2,No,Yes,0
3365,2,2,Income,-,Yes,No,No
3365,3,0,Steal,1,Yes,Yes,No
3365,4,1,Foreign Aid,-,No,No,0
3365,6,0,Income,-,Yes,No,No
3365,7,1,Income,-,Yes,No,No
3365,9,0,Foreign Aid,-,Yes,No,No
3365,10,1,Steal,0,Yes,No,No
3365,12,0,Assassinate,1,No,No,1
3365,13,1,Steal,0,No,No,0
3365,15,0,Steal,1,Yes,No,No
3365,16,1,Income,-,Yes,No,No
3365,18,0,Steal,1,Yes,No,No
3365,19,1,Steal,0,No,No,No
3367,0,0,Foreign Aid,-,No,No,1
3367,1,1,Income,-,Yes,No,No
3367,2,2,Exchange,-,Yes,Yes,No
3367,3,0,Income,-,Yes,No,No
3367,4,1,Steal,0,No,Yes,No
3367,5,2,Exchange,-,No,Yes,No
3367,6,0,Steal,1,No,Yes,No
3367,7,1,Steal,2,No,Yes,No
3367,8,2,Exchange,-,Yes,No,No
3367,10,1,Tax,-,Yes,No,No
3367,11,2,Exchange,-,Yes,No,No
3367,13,1,Tax,-,Yes,Yes,No
3366,0,0,Income,-,Yes,No,No
3366,1,1,Foreign Aid,-,No,No,2
3366,2,2,Income,-,Yes,No,No
3366,3,0,Assassinate,1,Yes,No,No
3366,4,1,Tax,-,Yes,No,No
3366,5,2,Steal,1,No,Yes,No
3366,6,0,Foreign Aid,-,No,No,2
3366,8,2,Exchange,-,Yes,Yes,No
3369,0,0,Tax,-,Yes,No,No
3369,1,1,Steal,2,No,Yes,No
3369,2,2,Income,-,Yes,No,No
3369,3,0,Tax,-,Yes,Yes,No
3369,4,1,Tax,-,No,Yes,No
3369,5,2,Assassinate,0,No,Yes,No
3368,0,0,Foreign Aid,-,No,No,1
3368,1,1,Steal,2,No,Yes,2
3368,2,2,Tax,-,Yes,Yes,No
3368,4,1,Income,-,Yes,No,No
3368,5,2,Tax,-,No,Yes,No
3368,7,1,Income,-,Yes,No,No
3368,8,2,Tax,-,Yes,No,No
3368,10,1,Foreign Aid,-,No,No,2
3368,11,2,Tax,-,Yes,No,No
3368,13,1,Income,-,Yes,No,No
3368,14,2,Coup,1,Yes,No,No
3368,16,1,Income,-,Yes,No,No
3368,17,2,Tax,-,Yes,No,No
3368,19,1,Assassinate,2,No,Yes,2
3368,20,2,Tax,-,No,Yes,No
3370,0,0,Exchange,-,No,Yes,No
3370,1,1,Exchange,-,No,Yes,No
3370,2,2,Income,-,Yes,No,No
3370,3,0,Foreign Aid,-,Yes,No,No
3370,4,1,Steal,0,No,Yes,2
3370,5,2,Income,-,Yes,No,No
3370,6,0,Exchange,-,Yes,No,No
3370,7,1,Income,-,Yes,No,No
3370,8,2,Income,-,Yes,No,No
3370,9,0,Assassinate,2,Yes,No,No
3370,10,1,Income,-,Yes,No,No
3370,12,0,Exchange,-,Yes,No,No
3370,13,1,Foreign Aid,-,No,No,0
3372,0,0,Exchange,-,No,Yes,No
3372,1,1,Exchange,-,No,Yes,No
3372,2,2,Income,-,Yes,No,No
3372,3,0,Foreign Aid,-,Yes,No,No
3372,4,1,Steal,0,No,Yes,2
3372,5,2,Income,-,Yes,No,No
3372,6,0,Exchange,-,Yes,No,No
3372,7,1,Income,-,Yes,No,No
3372,8,2,Income,-,Yes,No,No
3372,9,0,Assassinate,2,Yes,No,No
3372,10,1,Income,-,Yes,No,No
3372,12,0,Exchange,-,Yes,No,No
3372,13,1,Foreign Aid,-,No,No,0
3371,0,0,Foreign Aid,-,No,No,1
3371,1,1,Steal,2,No,Yes,2
3371,2,2,Tax,-,Yes,Yes,No
3371,4,1,Income,-,Yes,No,No
3371,5,2,Tax,-,No,Yes,No
3371,7,1,Income,-,Yes,No,No
3371,8,2,Tax,-,Yes,No,No
3371,10,1,Foreign Aid,-,No,No,2
3371,11,2,Tax,-,Yes,No,No
3371,13,1,Income,-,Yes,No,No
3371,14,2,Coup,1,Yes,No,No
3371,16,1,Income,-,Yes,No,No
3371,17,2,Tax,-,Yes,No,No
3371,19,1,Assassinate,2,No,Yes,2
3371,20,2,Tax,-,No,Yes,No
3374,0,0,Tax,-,Yes,No,No
3374,1,1,Steal,2,No,Yes,No
3374,2,2,Income,-,Yes,No,No
3374,3,0,Tax,-,Yes,No,No
3374,4,1,Steal,0,No,Yes,No
3374,5,2,Income,-,Yes,No,No
3374,6,0,Tax,-,No,Yes,No
3374,8,2,Steal,0,No,Yes,No
3373,0,0,Exchange,-,No,Yes,No
3373,1,1,Exchange,-,No,Yes,No
3373,2,2,Income,-,Yes,No,No
3373,3,0,Foreign Aid,-,Yes,No,No
3373,4,1,Steal,0,No,Yes,2
3373,5,2,Income,-,Yes,No,No
3373,6,0,Exchange,-,Yes,No,No
3373,7,1,Income,-,Yes,No,No
3373,8,2,Income,-,Yes,No,No
3373,9,0,Assassinate,2,Yes,No,No
3373,10,1,Income,-,Yes,No,No
3373,12,0,Exchange,-,Yes,No,No
3373,13,1,Foreign Aid,-,No,No,0
3375,0,0,Exchange,-,Yes,No,No
3375,1,1,Tax,-,Yes,Yes,No
3375,2,2,Tax,-,Yes,No,No
3375,3,0,Exchange,-,No,Yes,No
3375,4,1,Foreign Aid,-,Yes,No,No
3375,5,2,Steal,1,Yes,No,No
3375,7,1,Steal,2,No,Yes,No
3375,8,2,Steal,1,No,Yes,No
3375,10,1,Assassinate,2,Yes,No,No
3376,0,0,Tax,-,Yes,No,No
3376,1,1,Steal,2,No,Yes,No
3376,2,2,Income,-,Yes,No,No
3376,3,0,Tax,-,Yes,No,No
3376,4,1,Steal,0,No,Yes,No
3376,5,2,Income,-,Yes,No,No
3376,6,0,Tax,-,No,Yes,No
3376,8,2,Steal,0,No,Yes,No
3377,0,0,Income,-,Yes,No,No
3377,1,1,Income,-,Yes,No,No
3377,2,2,Exchange,-,Yes,Yes,No
3377,3,0,Exchange,-,No,Yes,No
3377,4,1,Income,-,Yes,No,No
3377,5,2,Exchange,-,Yes,No,No
3377,7,1,Assassinate,2,No,Yes,2
3377,8,2,Exchange,-,Yes,No,No
3377,10,1,Steal,2,No,Yes,2
3377,11,2,Exchange,-,Yes,No,No
3377,13,1,Income,-,Yes,No,No
3377,14,2,Foreign Aid,-,Yes,No,No
3377,16,1,Exchange,-,No,Yes,No
3377,17,2,Steal,1,No,No,No
3378,0,0,Exchange,-,Yes,No,No
3378,1,1,Tax,-,Yes,Yes,No
3378,2,2,Tax,-,Yes,No,No
3378,3,0,Exchange,-,No,Yes,No
3378,4,1,Foreign Aid,-,Yes,No,No
3378,5,2,Steal,1,Yes,No,No
3378,7,1,Steal,2,No,Yes,No
3378,8,2,Steal,1,No,Yes,No
3378,10,1,Assassinate,2,Yes,No,No
3379,0,0,Steal,1,No,Yes,No
3379,1,1,Steal,2,No,Yes,No
3379,2,2,Income,-,Yes,No,No
3379,3,0,Foreign Aid,-,No,No,2
3379,4,1,Foreign Aid,-,No,No,2
3379,5,2,Exchange,-,Yes,No,No
3379,7,1,Exchange,-,Yes,No,No
3379,8,2,Income,-,Yes,No,No
3379,10,1,Foreign Aid,-,No,No,2
3379,11,2,Exchange,-,No,Yes,No
3379,13,1,Exchange,-,No,Yes,No
3380,0,0,Income,-,Yes,No,No
3380,1,1,Exchange,-,No,Yes,No
3380,2,2,Steal,0,No,Yes,1
3380,3,0,Assassinate,1,No,Yes,No
3380,4,1,Exchange,-,No,Yes,No
3381,0,0,Steal,1,No,No,1
3381,1,1,Income,-,Yes,No,No
3381,2,2,Exchange,-,No,Yes,No
3381,3,0,Steal,2,No,No,No
3381,4,1,Steal,0,No,Yes,No
3381,6,0,Steal,1,Yes,No,No
3381,7,1,Income,-,Yes,No,No
3381,9,0,Assassinate,1,No,No,1
3381,10,1,Steal,0,No,No,0
3384,0,0,Income,-,Yes,No,No
3384,1,1,Tax,-,No,Yes,No
3384,2,2,Foreign Aid,-,No,No,0
3384,3,0,Assassinate,1,No,Yes,No
3384,4,1,Tax,-,Yes,No,No
3384,5,2,Tax,-,No,Yes,No
3384,6,0,Steal,2,No,Yes,No
3384,7,1,Assassinate,2,Yes,No,No
3386,0,0,Exchange,-,No,Yes,No
3386,1,1,Tax,-,No,Yes,No
3386,2,2,Tax,-,Yes,No,No
3386,3,0,Tax,-,Yes,No,No
3386,4,1,Steal,0,No,Yes,2
3386,5,2,Tax,-,Yes,No,No
3386,6,0,Exchange,-,No,Yes,No
3386,7,1,Income,-,Yes,No,No
3386,8,2,Tax,-,Yes,No,No
3386,10,1,Exchange,-,No,Yes,No
3382,0,0,Exchange,-,No,Yes,No
3382,1,1,Tax,-,No,Yes,No
3382,2,2,Tax,-,Yes,No,No
3382,3,0,Tax,-,Yes,No,No
3382,4,1,Steal,0,No,Yes,2
3382,5,2,Tax,-,Yes,No,No
3382,6,0,Exchange,-,No,Yes,No
3382,7,1,Income,-,Yes,No,No
3382,8,2,Tax,-,Yes,No,No
3382,10,1,Exchange,-,No,Yes,No
3383,0,0,Tax,-,No,Yes,No
3383,1,1,Exchange,-,Yes,Yes,No
3383,2,2,Income,-,Yes,No,No
3383,3,0,Income,-,Yes,No,No
3383,4,1,Foreign Aid,-,Yes,No,No
3383,6,0,Assassinate,1,Yes,No,No
3383,7,1,Assassinate,0,Yes,No,No
3385,0,0,Exchange,-,No,Yes,No
3385,1,1,Tax,-,No,Yes,No
3385,2,2,Tax,-,Yes,No,No
3385,3,0,Tax,-,Yes,No,No
3385,4,1,Steal,0,No,Yes,2
3385,5,2,Tax,-,Yes,No,No
3385,6,0,Exchange,-,No,Yes,No
3385,7,1,Income,-,Yes,No,No
3385,8,2,Tax,-,Yes,No,No
3385,10,1,Exchange,-,No,Yes,No
3387,0,0,Tax,-,No,Yes,No
3387,1,1,Exchange,-,Yes,Yes,No
3387,2,2,Income,-,Yes,No,No
3387,3,0,Income,-,Yes,No,No
3387,4,1,Foreign Aid,-,Yes,No,No
3387,6,0,Assassinate,1,Yes,No,No
3387,7,1,Assassinate,0,Yes,No,No
3389,0,0,Income,-,Yes,No,No
3389,1,1,Tax,-,No,Yes,No
3389,2,2,Foreign Aid,-,No,No,0
3389,3,0,Assassinate,1,No,Yes,No
3389,4,1,Tax,-,Yes,No,No
3389,5,2,Tax,-,No,Yes,No
3389,6,0,Steal,2,No,Yes,No
3389,7,1,Assassinate,2,Yes,No,No
3390,0,0,Foreign Aid,-,Yes,No,No
3390,1,1,Tax,-,No,Yes,No
3390,2,2,Steal,0,No,Yes,0
3390,3,0,Tax,-,No,Yes,No
3388,0,0,Steal,2,No,Yes,2
3388,2,2,Tax,-,Yes,No,No
3388,3,0,Steal,2,No,Yes,No
3388,5,2,Steal,0,No,No,0
3388,6,0,Exchange,-,Yes,No,No
3388,8,2,Steal,0,No,No,0
3388,9,0,Exchange,-,Yes,No,No
3388,11,2,Steal,0,No,No,0
3391,0,0,Tax,-,Yes,No,No
3391,1,1,Steal,2,No,Yes,No
3391,2,2,Tax,-,No,Yes,No
3391,3,0,Assassinate,1,No,Yes,No
3391,4,1,Tax,-,No,Yes,No
3391,5,2,Foreign Aid,-,No,No,0
3392,0,0,Steal,2,No,Yes,2
3392,2,2,Tax,-,Yes,No,No
3392,3,0,Steal,2,No,Yes,No
3392,5,2,Steal,0,No,No,0
3392,6,0,Exchange,-,Yes,No,No
3392,8,2,Steal,0,No,No,0
3392,9,0,Exchange,-,Yes,No,No
3392,11,2,Steal,0,No,No,0
3393,0,0,Tax,-,No,Yes,No
3393,1,1,Tax,-,No,Yes,No
3393,2,2,Tax,-,Yes,No,No
3393,3,0,Foreign Aid,-,No,No,2
3393,4,1,Steal,2,No,Yes,No
3393,5,2,Tax,-,Yes,No,No
3393,6,0,Tax,-,No,Yes,No
3394,0,0,Foreign Aid,-,Yes,No,No
3394,1,1,Tax,-,No,Yes,No
3394,2,2,Steal,0,No,Yes,0
3394,3,0,Tax,-,No,Yes,No
3396,0,0,Steal,1,No,Yes,2
3396,2,2,Tax,-,No,Yes,No
3396,3,0,Steal,2,No,Yes,No
3396,5,2,Tax,-,No,Yes,No
3395,0,0,Exchange,-,No,Yes,No
3395,1,1,Income,-,Yes,No,No
3395,2,2,Tax,-,No,Yes,No
3395,3,0,Foreign Aid,-,Yes,No,No
3395,4,1,Steal,2,No,No,2
3395,5,2,Tax,-,No,Yes,No
3395,6,0,Exchange,-,No,Yes,No
3398,0,0,Exchange,-,No,Yes,No
3398,1,1,Income,-,Yes,No,No
3398,2,2,Tax,-,No,Yes,No
3398,3,0,Foreign Aid,-,Yes,No,No
3398,4,1,Steal,2,No,No,2
3398,5,2,Tax,-,No,Yes,No
3398,6,0,Exchange,-,No,Yes,No
3397,0,0,Steal,2,No,Yes,1
3397,1,1,Foreign Aid,-,No,No,2
3397,2,2,Income,-,Yes,No,No
3397,3,0,Foreign Aid,-,Yes,No,No
3397,4,1,Steal,2,No,Yes,No
3397,5,2,Foreign Aid,-,Yes,No,No
3397,6,0,Assassinate,1,No,No,1
3397,7,1,Steal,2,Yes,No,No
3397,8,2,Steal,0,Yes,No,No
3397,9,0,Tax,-,Yes,No,No
3397,10,1,Income,-,Yes,No,No
3397,11,2,Assassinate,0,No,Yes,No
3397,12,0,Assassinate,1,No,Yes,1
3397,13,1,Income,-,Yes,No,No
3397,15,0,Foreign Aid,-,No,No,1
3400,0,0,Tax,-,Yes,No,No
3400,1,1,Foreign Aid,-,No,No,0
3400,2,2,Steal,0,No,Yes,No
3400,3,0,Steal,1,No,No,1
3400,4,1,Income,-,Yes,No,No
3400,6,0,Steal,1,No,No,1
3400,7,1,Foreign Aid,-,No,No,0
3400,9,0,Steal,1,No,Yes,No
3400,10,1,Exchange,-,Yes,Yes,No
3401,0,0,Steal,2,Yes,Yes,No
3401,2,2,Income,-,Yes,No,No
3401,3,0,Exchange,-,No,Yes,No
3401,5,2,Income,-,Yes,No,No
3401,6,0,Exchange,-,No,Yes,No
3401,8,2,Income,-,Yes,No,No
3401,9,0,Exchange,-,No,Yes,No
3399,0,0,Foreign Aid,-,No,No,2
3399,1,1,Tax,-,No,Yes,No
3399,2,2,Steal,1,No,No,1
3399,3,0,Exchange,-,Yes,No,No
3399,4,1,Tax,-,No,Yes,No
3399,5,2,Steal,1,No,Yes,No
3399,6,0,Exchange,-,Yes,No,No
3399,7,1,Steal,2,Yes,No,No
3399,8,2,Steal,0,No,No,1
3399,9,0,Foreign Aid,-,Yes,No,No
3399,10,1,Tax,-,No,Yes,No
3399,11,2,Income,-,Yes,No,No
3399,12,0,Foreign Aid,-,No,No,2
3399,14,2,Income,-,Yes,No,No
3399,15,0,Exchange,-,No,Yes,No
3405,0,0,Steal,2,Yes,Yes,No
3405,2,2,Income,-,Yes,No,No
3405,3,0,Exchange,-,No,Yes,No
3405,5,2,Income,-,Yes,No,No
3405,6,0,Exchange,-,No,Yes,No
3405,8,2,Income,-,Yes,No,No
3405,9,0,Exchange,-,No,Yes,No
3402,0,0,Steal,2,Yes,Yes,No
3402,2,2,Income,-,Yes,No,No
3402,3,0,Exchange,-,No,Yes,No
3402,5,2,Income,-,Yes,No,No
3402,6,0,Exchange,-,No,Yes,No
3402,8,2,Income,-,Yes,No,No
3402,9,0,Exchange,-,No,Yes,No
3403,0,0,Foreign Aid,-,No,No,1
3403,1,1,Income,-,Yes,No,No
3403,2,2,Tax,-,No,Yes,No
3403,3,0,Steal,1,No,No,1
3403,4,1,Income,-,Yes,No,No
3403,6,0,Income,-,Yes,No,No
3403,7,1,Tax,-,Yes,No,No
3403,9,0,Foreign Aid,-,No,No,1
3403,10,1,Income,-,Yes,No,No
3403,12,0,Income,-,Yes,No,No
3403,13,1,Steal,0,No,No,No
3404,0,0,Income,-,Yes,No,No
3404,1,1,Steal,0,No,Yes,No
3404,2,2,Foreign Aid,-,No,No,0
3404,3,0,Assassinate,1,No,No,1
3404,4,1,Steal,2,No,Yes,No
3404,5,2,Tax,-,No,Yes,No
3408,0,0,Exchange,-,Yes,Yes,No
3408,1,1,Exchange,-,No,Yes,No
3408,2,2,Tax,-,Yes,No,No
3408,3,0,Exchange,-,No,Yes,No
3408,5,2,Foreign Aid,-,Yes,No,No
3408,6,0,Steal,2,Yes,No,No
3408,8,2,Assassinate,0,No,Yes,No
3408,9,0,Exchange,-,Yes,No,No
3408,11,2,Steal,0,Yes,No,No
3408,12,0,Exchange,-,Yes,No,No
3408,14,2,Assassinate,0,Yes,No,No
3407,0,0,Income,-,Yes,No,No
3407,1,1,Tax,-,Yes,No,No
3407,2,2,Steal,1,No,Yes,No
3407,3,0,Assassinate,1,No,Yes,No
3407,4,1,Foreign Aid,-,Yes,No,No
3407,5,2,Tax,-,Yes,No,No
3407,7,1,Tax,-,Yes,No,No
3407,8,2,Foreign Aid,-,Yes,No,No
3407,10,1,Coup,2,Yes,No,No
3406,0,0,Exchange,-,Yes,No,No
3406,1,1,Steal,2,No,No,2
3406,2,2,Steal,0,No,Yes,0
3406,3,0,Exchange,-,Yes,No,No
3406,5,2,Tax,-,Yes,Yes,No
3406,6,0,Exchange,-,Yes,Yes,No
3406,8,2,Tax,-,Yes,No,No
3406,9,0,Exchange,-,Yes,No,No
3406,11,2,Tax,-,No,Yes,No
3406,12,0,Exchange,-,Yes,Yes,No
3406,14,2,Tax,-,No,Yes,No
3409,0,0,Tax,-,Yes,No,No
3409,1,1,Tax,-,Yes,Yes,No
3409,2,2,Tax,-,No,Yes,No
3409,3,0,Tax,-,Yes,No,No
3409,4,1,Tax,-,Yes,Yes,No
3409,6,0,Tax,-,Yes,No,No
3409,7,1,Tax,-,Yes,Yes,No
3410,0,0,Income,-,Yes,No,No
3410,1,1,Steal,0,No,Yes,No
3410,2,2,Foreign Aid,-,No,No,0
3410,3,0,Assassinate,1,No,No,1
3410,4,1,Steal,2,No,Yes,No
3410,5,2,Tax,-,No,Yes,No
3411,0,0,Exchange,-,Yes,Yes,No
3411,1,1,Income,-,Yes,No,No
3411,2,2,Foreign Aid,-,No,No,0
3411,3,0,Exchange,-,Yes,Yes,No
3411,5,2,Tax,-,No,Yes,No
3411,6,0,Exchange,-,Yes,No,No
3411,8,2,Foreign Aid,-,Yes,No,No
3411,9,0,Exchange,-,Yes,No,No
3411,11,2,Assassinate,0,Yes,No,No
3411,12,0,Exchange,-,Yes,Yes,No
3412,0,0,Steal,2,No,No,1
3412,1,1,Steal,2,No,Yes,2
3412,2,2,Foreign Aid,-,No,No,0
3412,3,0,Foreign Aid,-,Yes,No,No
3412,4,1,Steal,0,No,No,2
3412,5,2,Income,-,Yes,No,No
3412,6,0,Steal,2,Yes,Yes,No
3412,7,1,Steal,2,Yes,No,No
3412,8,2,Income,-,Yes,No,No
3412,9,0,Tax,-,Yes,Yes,No
3412,10,1,Steal,2,No,No,0
3412,11,2,Income,-,Yes,No,No
3412,12,0,Coup,1,Yes,No,No
3412,13,1,Tax,-,Yes,No,No
3412,14,2,Income,-,Yes,No,No
3412,15,0,Tax,-,No,Yes,No
3412,16,1,Steal,0,No,Yes,No
3412,17,2,Income,-,Yes,No,No
3412,18,0,Tax,-,Yes,No,No
3412,20,2,Steal,0,No,No,0
3414,0,0,Exchange,-,Yes,Yes,No
3414,1,1,Income,-,Yes,No,No
3414,2,2,Foreign Aid,-,No,No,0
3414,3,0,Exchange,-,Yes,Yes,No
3414,5,2,Tax,-,No,Yes,No
3414,6,0,Exchange,-,Yes,No,No
3414,8,2,Foreign Aid,-,Yes,No,No
3414,9,0,Exchange,-,Yes,No,No
3414,11,2,Assassinate,0,Yes,No,No
3414,12,0,Exchange,-,Yes,Yes,No
3415,0,0,Exchange,-,Yes,Yes,No
3415,1,1,Income,-,Yes,No,No
3415,2,2,Foreign Aid,-,No,No,0
3415,3,0,Exchange,-,Yes,Yes,No
3415,5,2,Tax,-,No,Yes,No
3415,6,0,Exchange,-,Yes,No,No
3415,8,2,Foreign Aid,-,Yes,No,No
3415,9,0,Exchange,-,Yes,No,No
3415,11,2,Assassinate,0,Yes,No,No
3415,12,0,Exchange,-,Yes,Yes,No
3413,0,0,Exchange,-,Yes,No,No
3413,1,1,Steal,2,No,No,2
3413,2,2,Tax,-,Yes,Yes,No
3413,3,0,Steal,2,No,No,1
3413,4,1,Exchange,-,Yes,No,No
3413,5,2,Exchange,-,Yes,No,No
3413,6,0,Tax,-,No,Yes,No
3413,7,1,Foreign Aid,-,No,No,2
3413,8,2,Steal,1,Yes,No,No
3413,9,0,Foreign Aid,-,No,No,1
3413,10,1,Steal,2,No,No,2
3413,11,2,Assassinate,0,No,Yes,No
3413,12,0,Foreign Aid,-,No,No,1
3413,13,1,Foreign Aid,-,No,No,2
3413,14,2,Tax,-,Yes,No,No
3413,16,1,Tax,-,No,Yes,No
3416,0,0,Steal,2,No,No,1
3416,1,1,Steal,2,No,Yes,2
3416,2,2,Foreign Aid,-,No,No,0
3416,3,0,Foreign Aid,-,Yes,No,No
3416,4,1,Steal,0,No,No,2
3416,5,2,Income,-,Yes,No,No
3416,6,0,Steal,2,Yes,Yes,No
3416,7,1,Steal,2,Yes,No,No
3416,8,2,Income,-,Yes,No,No
3416,9,0,Tax,-,Yes,Yes,No
3416,10,1,Steal,2,No,No,0
3416,11,2,Income,-,Yes,No,No
3416,12,0,Coup,1,Yes,No,No
3416,13,1,Tax,-,Yes,No,No
3416,14,2,Income,-,Yes,No,No
3416,15,0,Tax,-,No,Yes,No
3416,16,1,Steal,0,No,Yes,No
3416,17,2,Income,-,Yes,No,No
3416,18,0,Tax,-,Yes,No,No
3416,20,2,Steal,0,No,No,0
3418,0,0,Income,-,Yes,No,No
3418,1,1,Income,-,Yes,No,No
3418,2,2,Income,-,Yes,No,No
3418,3,0,Steal,1,No,Yes,No
3418,4,1,Assassinate,2,Yes,No,No
3418,5,2,Tax,-,No,Yes,No
3418,6,0,Income,-,Yes,No,No
3418,7,1,Tax,-,Yes,No,No
3418,9,0,Exchange,-,Yes,No,No
3418,10,1,Assassinate,0,Yes,No,No
3417,0,0,Steal,1,No,Yes,1
3417,1,1,Income,-,Yes,No,No
3417,2,2,Income,-,Yes,No,No
3417,3,0,Steal,1,No,Yes,No
3417,4,1,Income,-,Yes,No,No
3417,5,2,Tax,-,No,Yes,No
3417,6,0,Tax,-,Yes,No,No
3417,7,1,Assassinate,0,No,Yes,No
3417,8,2,Exchange,-,Yes,No,No
3417,9,0,Tax,-,No,Yes,No
3417,10,1,Exchange,-,Yes,No,No
3417,11,2,Tax,-,Yes,No,No
3417,13,1,Foreign Aid,-,Yes,No,No
3420,0,0,Income,-,Yes,No,No
3420,1,1,Income,-,Yes,No,No
3420,2,2,Income,-,Yes,No,No
3420,3,0,Steal,1,No,Yes,No
3420,4,1,Assassinate,2,Yes,No,No
3420,5,2,Tax,-,No,Yes,No
3420,6,0,Income,-,Yes,No,No
3420,7,1,Tax,-,Yes,No,No
3420,9,0,Exchange,-,Yes,No,No
3420,10,1,Assassinate,0,Yes,No,No
3421,0,0,Income,-,Yes,No,No
3421,1,1,Income,-,Yes,No,No
3421,2,2,Income,-,Yes,No,No
3421,3,0,Steal,1,No,Yes,No
3421,4,1,Assassinate,2,Yes,No,No
3421,5,2,Tax,-,No,Yes,No
3421,6,0,Income,-,Yes,No,No
3421,7,1,Tax,-,Yes,No,No
3421,9,0,Exchange,-,Yes,No,No
3421,10,1,Assassinate,0,Yes,No,No
3419,0,0,Income,-,Yes,No,No
3419,1,1,Income,-,Yes,No,No
3419,2,2,Income,-,Yes,No,No
3419,3,0,Steal,1,No,Yes,No
3419,4,1,Assassinate,2,Yes,No,No
3419,5,2,Tax,-,No,Yes,No
3419,6,0,Income,-,Yes,No,No
3419,7,1,Tax,-,Yes,No,No
3419,9,0,Exchange,-,Yes,No,No
3419,10,1,Assassinate,0,Yes,No,No
3422,0,0,Income,-,Yes,No,No
3422,1,1,Income,-,Yes,No,No
3422,2,2,Income,-,Yes,No,No
3422,3,0,Steal,1,No,Yes,No
3422,4,1,Assassinate,2,Yes,No,No
3422,5,2,Tax,-,No,Yes,No
3422,6,0,Income,-,Yes,No,No
3422,7,1,Tax,-,Yes,No,No
3422,9,0,Exchange,-,Yes,No,No
3422,10,1,Assassinate,0,Yes,No,No
3429,0,0,Steal,1,No,Yes,No
3429,1,1,Tax,-,No,Yes,No
3429,2,2,Steal,0,No,Yes,No
3429,3,0,Foreign Aid,-,No,No,2
3429,5,2,Steal,0,Yes,No,No
3429,6,0,Steal,2,No,No,No
3424,0,0,Exchange,-,Yes,No,No
3424,1,1,Tax,-,No,Yes,No
3424,2,2,Tax,-,Yes,Yes,No
3424,3,0,Tax,-,Yes,No,No
3424,4,1,Foreign Aid,-,No,No,2
3424,5,2,Tax,-,Yes,No,No
3424,6,0,Tax,-,Yes,No,No
3424,7,1,Steal,2,No,Yes,No
3424,8,2,Steal,0,No,Yes,No
3424,9,0,Assassinate,2,No,No,2
3428,0,0,Exchange,-,Yes,No,No
3428,1,1,Tax,-,No,Yes,No
3428,2,2,Tax,-,Yes,Yes,No
3428,3,0,Tax,-,Yes,No,No
3428,4,1,Foreign Aid,-,No,No,2
3428,5,2,Tax,-,Yes,No,No
3428,6,0,Tax,-,Yes,No,No
3428,7,1,Steal,2,No,Yes,No
3428,8,2,Steal,0,No,Yes,No
3428,9,0,Assassinate,2,No,No,2
3431,0,0,Steal,1,No,Yes,No
3431,1,1,Exchange,-,No,Yes,No
3431,2,2,Income,-,Yes,No,No
3431,3,0,Tax,-,Yes,Yes,No
3431,4,1,Foreign Aid,-,Yes,No,No
3431,6,0,Steal,1,Yes,No,No
3431,7,1,Steal,0,No,Yes,No
3432,0,0,Foreign Aid,-,No,No,2
3432,1,1,Exchange,-,No,Yes,No
3432,2,2,Foreign Aid,-,Yes,No,No
3432,3,0,Foreign Aid,-,No,No,2
3432,5,2,Foreign Aid,-,Yes,No,No
3432,6,0,Income,-,Yes,No,No
3432,8,2,Tax,-,Yes,Yes,No
3423,0,0,Income,-,Yes,No,No
3423,1,1,Exchange,-,No,Yes,No
3423,2,2,Steal,0,No,No,0
3423,3,0,Exchange,-,No,Yes,No
3423,4,1,Foreign Aid,-,No,No,0
3423,6,0,Exchange,-,Yes,No,No
3423,7,1,Exchange,-,Yes,No,No
3423,9,0,Assassinate,1,Yes,No,No
3427,0,0,Tax,-,Yes,No,No
3427,1,1,Steal,2,No,Yes,No
3427,2,2,Tax,-,Yes,Yes,No
3427,3,0,Tax,-,No,Yes,No
3427,4,1,Steal,2,No,No,2
3427,5,2,Tax,-,No,Yes,No
3427,7,1,Tax,-,Yes,No,No
3427,8,2,Income,-,Yes,No,No
3427,10,1,Exchange,-,Yes,No,No
3427,11,2,Tax,-,Yes,No,No
3427,13,1,Steal,2,No,No,2
3427,14,2,Tax,-,No,Yes,No
3427,16,1,Tax,-,Yes,No,No
3427,17,2,Coup,1,Yes,No,No
3433,0,0,Tax,-,Yes,No,No
3433,1,1,Steal,2,No,Yes,No
3433,2,2,Steal,0,No,No,1
3433,3,0,Assassinate,2,No,Yes,No
3433,4,1,Steal,0,No,Yes,No
3433,5,2,Steal,0,No,Yes,No
3433,6,0,Steal,2,Yes,No,No
3433,8,2,Steal,0,No,No,No
